log;nome;cnpj;status;endereco;cidade;estado;anotacao;telefone;email;instagram;site;decisor;telefone_decisor;marcadores;mesorregiao;
;Vanessa Películas;23.356.244/0001-07;Descoberto;TRAVESSA JOAQUIM HORACIO PEDROSO - 32 - CENTRO - Cotia - SP - 06700-060;Cotia;SP;Unhas;(11) 97139-9014;nessaejpp@hotmail.com;https://www.instagram.com/vanessapeliculasparaunhas;;VANESSA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Loucas Por Esmaltes Jandira;;Descoberto;Rua Alexandre Tomás da Silva N 510, Jandira, Sao Paulo, Brazil;Jandira;SP;;11959861232;;https://www.instagram.com/loucasporesmaltesjandira/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Tai Dantas store;41.979.418/0001-70;Descoberto;RUA GUARAPARI, 107 - BOSQUE DE JANDIRA - JANDIRA/SP 06620-350;Jandira;SP;Unhas, cílios e sobrancelha;11968308226;taizahewinny@hotmail.com;https://www.instagram.com/taidantas.store/;;TAIZA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Melimey Cosméticos;49.176.585/0001-94;Descoberto;RUA DONA PRIMITIVA VIANCO, 200 - CENTRO - OSASCO/SP 06016-000;OSASCO;SP;Unhas, cílios e sobrancelha; 11 98544-9315;sujiasheng1993@gmail.com;https://www.instagram.com/melimeycosmeticos/;;SU JIASHENG;(11) 98555-1996;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;B7 MAKEUP;29.129.736/0001-46;Descoberto;R. Dona Primitiva Vianco, 244 - Centro, Osasco - SP, 06010-004;OSASCO;SP;Unhas;11933937976;;https://www.instagram.com/b7makeup/;;DAYANNE;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Cheguei! O Mundo Das Lashes;30.731.435/0001-77;Descoberto;;OSASCO;SP;Cílios;11959025781;;https://www.instagram.com/chegueionline/;;ISABELA / CAMILA;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;Quero Lashes Oficial;;Descoberto;R. Pedro Fioretti, 446 - 1° andar sala 8 - Centro, Osasco - SP, 06013-070;OSASCO;SP;Cílios e sobrancelha;11981982339;;https://www.instagram.com/querolashesoficial/;;;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;A CASA DOS CILIOS ;12.511.888/0001-06;Descoberto;;Praia Grande;SP;Cílios;13991179154;;https://www.instagram.com/casadosciliospg/;;TULIO / BRUNA;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;LOJA DOS CILIOS;42.993.095/0001-31;Descoberto;RUA DA MATRIZ, 63 - MATRIZ - MAUÁ/SP 09370-100;Mauá;SP;Cílios;11978470202;;https://www.instagram.com/lojadocilios/;;DIEGO / DANILO;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;TOP CILIOS ;48.320.929/0001-24;Descoberto;;Carapicuíba;SP;Cílios e sobrancelha;(11) 99171-3060;jenifergomes149@gmail.com;https://www.instagram.com/loja_topcilios;;JENIFER;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;LaStore;36.337.450/0001-11;Descoberto;RUA ALMEIDA NOGUEIRA - 23 - JARDIM PROFESSOR FRANCISCO MORATO - Francisco morato - SP - 07910-150;Francisco morato;SP;Unhas, cílios e sobrancelha;11 91427-7414;;https://www.instagram.com/lastore____/;;LARISSA;(11) 98872-4226;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;DANTAS COSMETICOS;30.206.521/0001-60;Descoberto;R. Dona Amália Sestini, 223 - 1 andar - Centro, Franco da Rocha - SP, 07802-260;Franco da Rocha ;SP;Unhas, cílios e sobrancelha;11996178235;;https://www.instagram.com/dantas_afiacao/;;ALEX;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;ELEGANCE BEAUTY CENTER;19.748.905/0001-72;Descoberto;RUA SEBASTIAO DE OLIVEIRA, 129 - BOQUEIRAO - PRAIA GRANDE/SP 11701-200;PRAIA GRANDE;SP;Unhas, cílios e sobrancelha;13981724575;;https://www.instagram.com/elegancebeautycenter_;;;(13) 98124-0564;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Store Larissa Lima;32.754.597/0001-56;Descoberto;RUA FREI GASPAR, 941- SALA 06 - CENTRO - SÃO BERNARDO DO CAMPO/SP 09720-440;São Bernardo do Campo;SP;CÍLIOS;11983037927;larissa.limaap09@gmail.com;https://www.instagram.com/store.larissalima/;;LARISSA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Patroa Cosméticos;33.450.458/0001-00;Descoberto;;São Bernardo do Campo;SP;Cílios e sobrancelha;11990181465;;https://www.instagram.com/patroacosmeticos/;;STEPHANIE;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;BOUTTIQUE DAS UNHAS;33.411.556/0001-20;Descoberto;RUA MOCOCA, 31 - BOQUEIRAO - PRAIA GRANDE/SP 11701-100;PRAIA GRANDE;SP;Unhas, cílios e sobrancelha;(013)99774-2825;;https://www.instagram.com/bouttiquedasunhas_/;;LETICIA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA, ONLINE
;Ateliê da Make;50.413.438/0001-70;Descoberto;RUA DA LIBERDADE, 70 - CENTRO - ITAQUAQUECETUBA/SP 08570-170;ITAQUAQUECETUBA;SP;Vende maquiagem mas tem tudo para profissional ;11947176779;;https://www.instagram.com/ateliedamake.store/;;MEISSA;;12;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;SANTOS CÍLIOS;32.997.597/0001-87;Descoberto;Av. Conselheiro Nébias 754 - Sala 1319 - Santos, SP ;SANTOS;SP;CÍLIOS;13 997765884;;https://www.instagram.com/santos_cilios__/;;EVILI / LEONARDO;;12;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;Silvia Pedrarias & Cia;26.922.261/0001-52;Descoberto;RUA ALAGOAS, 61 - GONZAGA - SANTOS/SP 11065-120;SANTOS;SP;Unhas, cílios e sobrancelha;13974175536;;https://www.instagram.com/silviapedrarias/;;SILVIA;;12;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;CANTINHO DA BELEZA;27.314.271/0001-78;Descoberto;RUA ITIRUCU, 590 - JARDIM PRESIDENTE DUTRA - GUARULHOS/SP 07171-160;GUARULHOS;SP;Unhas, cílios e sobrancelha;(11) 96664-6866;luiza.galvao157@gmail.com;https://www.instagram.com/cantinhodabelleza_luiza/;;LUIZA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;FÁBRICA DA BELEZA;27.041.726/0001-29;Descoberto;RUA EVANGELISTA DE SOUZA - 1782 - PARQUE CAPUAVA - Santo andré - SP - 09260-411; Santo andré;SP;Unhas, cílios e sobrancelha;11941972011;;https://www.instagram.com/fabricabeleza_distribuidora;;JULIANA;(11) 98834-0652;12;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;ON BEAUTY IMPORTS ;51.887.265/0001-94;Descoberto;;;SP;Unhas, cílios e sobrancelha;(11) 96397-7673;kdelrei@gmail.com;https://www.instagram.com/onbimports;;KAROLINE;;12;Metropolitada São Paulo (Sem Capital);ONLINE
;ACESSORIO DA BELEZA;40.430.528/0001-15;Descoberto;;;SP;CÍLIOS;11 95195-6325;thaisoliveira2809@yahoo.com.br;https://www.instagram.com/acessoriodebeleza/;;THAIS;(11) 98343-5564;12;Metropolitada São Paulo (Sem Capital);ONLINE
;MARIA DOM DOCA;54.151.240/0001-16;Descoberto;R. Luiz Gama,n°4 - Centro • Itapecerica Da Serra - SP;Itapecerica Da Serra;SP;Unhas, cílios e sobrancelha;11918463180;bianncade@bol.com.br;https://www.instagram.com/mariadomdocaitapecericadaserra/;;BIANCA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Inovare;24.172.205/0001-12;Descoberto;RUA SARUTAIA - 363 - JARDIM SAO PAULO - Guarulhos - SP - 07131-000;GUARULHOS;SP;Unhas, cílios e sobrancelha;11 947267462;;https://www.instagram.com/invdistribuidora_/;;VIVIANE;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;QBELEZA;51.652.885/0001-44;Descoberto;AVENIDA FERNANDO FERNANDES - 800 - JARDIM MITUZI - Taboão da serra - SP - 06775-290;Taboão da serra ;SP;Unhas, cílios e sobrancelha;11992608837;bruno.leonardo7701@gmail.com;https://www.instagram.com/qbeleza.contato/;;BRUNO;https://www.instagram.com/bruno280287/;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;PATROA DAS UNHAS;24.419.151/0001-47;Descoberto;RUA DOUTOR CESARIO MOTA, 210 - CENTRO - SANTO ANDRÉ/SP 09010-100;SANTO ANDRÉ;SP;Unhas;11978524538;;https://www.instagram.com/patroadasunhas_oficial/;;ELAINE;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Unha do sonho;36.117.797/0001-59;Descoberto;AVENIDA DO CORRETOR DE IMOVEIS, 234 - SAMAMBAIA - PRAIA GRANDE/SP 11712-400;PRAIA GRANDE;SP;Unhas, cílios e sobrancelha; 13 97409-2542;thalita.krisley14@gmail.com;https://www.instagram.com/_unhadosonho/;;THALITA;https://www.instagram.com/menezesthali/;12;Metropolitada São Paulo (Sem Capital);ONLINE, FÍSICA
;LOJA AGDA ESMALTERIA;46.780.921/0001-15;Descoberto;RUA VEREADOR JULIO AGOSTINHO - 57 - PIRAPORINHA - Diadema - SP - 09950-480;Diadema;SP;Unhas, cílios e sobrancelha;11957306262;;https://www.instagram.com/lojaagdaesmalteria/;;AGDA;;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;Dama Madame;45.911.527/0001-06;Descoberto;RUA XV DE NOVEMBRO, 64 - CENTRO - MAIRIPORÃ/SP 07600-057;MAIRIPORÃ;SP;Unhas, cílios ;11 97395-1917;samuel.oliveira78@gmail.com;https://www.instagram.com/_damamadame/;;SAMUEL;(11) 96485-2936;12;Metropolitada São Paulo (Sem Capital);FÍSICA
;DESIGN COSMETICOS SAUDE E BELEZA;42.809.161/0001-70;Descoberto;Praça da Liberdade, 80 Sala 31;liberdade SP;SP;trio;11974843300;michael.david06@hotmail.com;https://www.instagram.com/designcosmeticosoficial;https://www.designcosmeticos.com.br/;michel ;(11) 98272-8312;12;Metropolitada São Paulo;
;GIRO COMERCIO;08.976.510/0001-00;Descoberto;rua dos italianos 981;bom retiro sp;SP;trio;11971975967;contato@revendadecosmeticos.com.br;https://www.instagram.com/rc.revendadecosmeticos/;https://www.revendadecosmeticos.com.br/;roberto; (11) 4620-2376;12;Metropolitada São Paulo;
;DOMINIQUE COMERCIO DE COSMETICOS E SERVICOS DE BELEZA LTDA;20.055.871/0001-10;Descoberto;R. Bela Cintra, 2073 -; Consolação;SP;trio;11997936050;olivia@dominiquebeaute.com.br;https://www.instagram.com/dominique_beaute/;https://www.dominiquebeaute.com.br/;olivia ; (11) 3384-5382;12;Metropolitada São Paulo;
;casa  da belleza (SHAN WU);33.034.986/0001-70;Descoberto;RUA ORIENTE, 144 - BRAS - SÃO PAULO/SP 03016-000;bras;SP;trio;11932267610;swu@dcwhitecollar.com;https://www.instagram.com/casabellezabras/;n/c;shan wu ;11932267610;12;Metropolitada São Paulo;
;PADRON PERFUMARIA VAREJO ELETRONICO LTDA;37.111.191/0001-79;Descoberto;RUA VINTE E QUATRO DE MAIO, 242 - REPUBLICA - SÃO PAULO/SP 01041-000;republica ;SP;trio;1142242311;dedcont@terra.com.br;https://www.instagram.com/padronperfumaria?fbclid=IwAR35PeHtmATFTnomhWDDILbBRnvU3wsJJ4I4Qfrglu2g4_5TASW4ewmqwSY;https://www.padronperfumaria.com.br/;andre ou matheus ;1142242311;12;Metropolitada São Paulo;
;VONNY COSMETICOS;33.508.154/0001-48;Descoberto;AVENIDA RANGEL PESTANA, 2118 - BRAS - SÃO PAULO/SP 03002-000;bras;SP;trio;11944855741;contato@mamaepresentes.com.br;https://www.instagram.com/vonnyoficial/;https://www.vonny.com.br/;antonio ou takeyoshi;11944855741;12;Metropolitada São Paulo;
;N. J. DE SANTANA COSMETICOS;30.062.419/0001-39;Descoberto;R. Dr. César, 264 - Santana;santana sp;SP;trio;11999513523;nozinhonola@gmail.com;https://www.instagram.com/santanacosmeticosoficial/;https://www.santanacosmeticosoficial.com.br/index.html;daniela ;(11) 96611-7622;12;Metropolitada São Paulo;
;MARA UEHARA;01.960.568/0001-17;Descoberto;Avenida Presidente Castelo Branco, 1033;são paulo ;SP;trio;(11) 2079-0126 / (11) 3458-4550;n/c;https://www.instagram.com/uehara_cosmeticos/;n/c;MITRI M. O.;(11) 2079-0126;12;Metropolitada São Paulo;
;BELEZA MAGIA;30.031.187/0001-51;Descoberto;Rua Ceára,283 Vila Cristovam;sp limeira;SP;troi;(19) 99249-5086;laeka.assessoria@gmail.com;https://www.instagram.com/magiacosmeticos/;https://www.lojamagiacosmeticos.com.br/q?keywords=alicate;rosa maria ;(19) 3704-0798;12;Metropolitada São Paulo;
;SUMIRE;26.484.762/0001-02;Descoberto;RUA JOSE PAULINO, 520 - BOM RETIRO - SÃO PAULO/SP 01120-000;bom retiro;SP;trio;11943286041;controladoriaphd@gmail.com;https://www.instagram.com/sumirebomretiro/;n/c;giovanna;(11) 99332-6018;13;Metropolitada São Paulo;
;UNICK MAKE;39.470.764/0001-86;Descoberto;rua hannemann, 415 - galeria pajé brás ;brás ;SP;trio; (11) 2294-0537;hungarodalva@gmail.com;https://www.instagram.com/unick_make;www.unickmake.com.br;XIUHUA Q.; (11) 2294-0537;13;Metropolitada São Paulo;
;LUCKY YE PRESENTES LTDA;35.130.118/0001-19;Descoberto;Rua barão da ladario 512;bras ;SP;trio;(11)99706-6789;n/c;https://www.instagram.com/lucky_ye_maquiagem;n/c;HENGXUE;(11)99706-6789;13;Metropolitada São Paulo;
;REPUBLICA COSMETICOS;12.760.746/0001-82;Descoberto;RUA MARCONI, 113 - REPUBLICA - SÃO PAULO/SP 01047-000;republica ;SP;trio;(11) 93939-2452;feirante@ocfsp.com.br;https://www.instagram.com/republica_cosmeticos/;https://shopee.com.br/republica_cosmeticos?smtt=0.0.9;elaine ;(11) 93939-2452;13;Metropolitada São Paulo;
;LANCEL MAQUIAGENS LTDA;45.083.536/0001-56;Descoberto;rua paula sousa, 313 - centro historico sp prox 25 de março;centro historico;SP;trio;https://lancelmaquiagens.my.canva.site/;liperuiz112@gmail.com;https://www.instagram.com/lancelmaquiagens/;N/C;ENILA ;(11) 98965-4135;13;Metropolitada São Paulo;
;BELLE MAKE-UP;26.102.949/0001-96;Descoberto;Rua Paula Sousa N 19 - Centro;centro historico;SP;trio;11 93772-5619;bellemakeup20@gmail.com;https://www.instagram.com/bellemakeup20/;https://www.bellemake-up.com.br/;cassia;(11) 3772-5619;13;Metropolitada São Paulo;
;JOSE ALVES COSMETICOS;12.504.868/0001-08;Descoberto;RUA SETE DE ABRIL, 356 - REPUBLICA - SÃO PAULO/SP 01044-000;republica ;SP;trio;n/c;n/c;https://www.instagram.com/josecleide_cosmeticos/;https://www.instagram.com/josecleidealves2023/ ;jose ;n/c;13;Metropolitada São Paulo;
;LUCKY LADY COSMETICOS LTDA;31.810.348/0001-78;Descoberto;RUA HENRIQUE DIAS, 44 - BRAS - SÃO PAULO/SP 03009-020;bras ;SP;trio;https://linktr.ee/Lucky_Lady?utm_source=linktree_admin_share;w312528136@gmail.com;https://www.instagram.com/lucky_lady1040/;n/c;xiujun e Lei w;(11) 98119-9348;13;Metropolitada São Paulo;
;KAORI SUPERMERCADO DE COSMETICOS;07.052.831/0001-56;Descoberto;RUA BARAO DE ITAPETININGA, 254 - REPUBLICA - SÃO PAULO/SP 01042-000;republica ;SP;trio;113255-7414;ocfeirante@uol.com.br;https://www.instagram.com/kaori_supermecado_cosmeticos/;n/c;margarete; (11) 3105-3001;13;Metropolitada São Paulo;
;omy perfumaria ;04.679.218/0001-75;Descoberto;AVENIDA BRIGADEIRO LUIS ANTONIO - 2163 - BELA VISTA - Sao paulo - SP - 01317-002;bela vista sp;SP;unhas ;11971233260;n/c;https://www.instagram.com/omy_perfumaria/;n/c;ALEX K. T; (11) 2507-7159;13;Metropolitada São Paulo;
;YASMIM COSMETICOS ;20.654.052/0001-99;Descoberto;RUA POLIGNANO A MARE, 41 - BRAS - SÃO PAULO/SP 03005-040;BRAS;SP;TRIO;(11) 98303-0814;aguiar.racional@uol.com.br;https://www.instagram.com/yasmimcosmeticos_sp/;n/c;ELIANA ;(11) 3227-8350;13;Metropolitada São Paulo;
;TERUYA COSMETIOS ;25.104.583/0001-21;Descoberto;RUA MILLER, 99 - BRAS - SÃO PAULO/SP 03011-011;bras ;SP;trio; (11) 97437-7979;perf.acacia@uol.com.br;https://www.instagram.com/teruyaperfumaria/;n/c;patricia; (11) 2692-0217;13;Metropolitada São Paulo;
;KAORI COSMETICOS;26.012.189/0001-26;Descoberto;RUA BARAO DE ITAPETININGA, 262 - REPUBLICA / R. PADRE JOÃO DA CUNHA, 504-510 - JARDIM JOAO XXIII;republica / jardim joao;SP;trio;11 95964-2486;kaoricosmeticos2017@gmail.com;https://www.instagram.com/kaori_cosmeticos/;https://kaorinaweb.com.br/;alberto ;(11) 4323-3195;13;Metropolitada São Paulo;
;LA PATTY COSMETICOS;32.960.623/0001-00;Descoberto;0;bras;SP;trio;11960992212;lapattycosmeticos@gmail.com;https://www.instagram.com/lapattycosmeticosbras/;https://lapattycosmeticos.com.br/;PATRICIA GOMES;(11) 99859-2670;13;Metropolitada São Paulo;
;MISS BELLE COSMETICOS E PERFUMARIA;51.220.431/0001-02;Descoberto;RUA JOAQUIM CARLOS, 1122 - BRÁS - SÃO PAULO/SP 03019-000   loja de esquina ;bras ;SP;trio;11976245047;droganovaetica@gmail.com;https://www.instagram.com/missbellecosmeticos.sp/reels/;https://www.instagram.com/ellenbrandessilva/;ellen w;n/c;13;Metropolitada São Paulo;
;Y&Z VARIEDADES;42.259.212/0001-38;Descoberto;RUA ORIENTE, 55 - BRÁS - SÃO PAULO/SP 03016-001;bras;SP;trio;https://linktr.ee/jummyju_makeup;yasminju88@gmail.com;https://www.instagram.com/jummyju_makeup/;https://www.instagram.com/julianamariads2/;ramiro;(11) 97860-6996;13;Metropolitada São Paulo;
;JONY SHOP LTDA;44.439.317/0001-02;Descoberto;online ;online market place;SP;trio;(11) 98282-8885;jonyliu520@yahoo.com.br;https://www.instagram.com/_jonyshop/;https://shopee.com.br/jony_shop.br;zhibin ;(11) 98282-8885;13;Metropolitada São Paulo;
;BEAUTY BOSS COSMETICS;53.063.816/0001-20;Descoberto;AVENIDA PAULISTA, 1765 - BELA VISTA - SÃO PAULO/SP 01311-930;bela vista sp;SP;trio;11914034984;não tem ;https://www.instagram.com/oficial_beautyboss/;não te ;ketlyn;(41) 99888-0068;13;Metropolitada São Paulo;
;SORA PERFUMARIA;20.009.490/0001-02;Descoberto;R. Barão do Rio Branco, 278 - Santo Amaro, São Paulo - SP, 04753-000;SÃO PAULO (SANTO AMARO);SP;UNHAS, CÍLIOS, SOBRANCELHA;(11) 97467-3784;;https://www.instagram.com/soraperfumaria/;;AKIRA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;SANSEI COSMETICOS ;09.228.361/0001-64;Descoberto;RUA PROMOTOR GABRIEL NETTUZZI PEREZ - 173 - SANTO AMARO - São paulo - SP - 04743-020;SÃO PAULO (SANTO AMARO);SP;UNHAS, CÍLIOS, SOBRANCELHA;11941701043;;https://www.instagram.com/sanseicosmeticos;https://www.sanseicosmeticos.com/;TAKEO / RENAN;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;KIMI COSMÉTICOS;07.262.055/0001-19;Descoberto;RUA GAIVOTA - 1327 - MOEMA - Sao paulo - SP - 04522-033;SÃO PAULO (MOEMA);SP;UNHAS, CÍLIOS, SOBRANCELHA;11940066391;;https://www.instagram.com/kimicosmeticos/;https://www.kimicosmeticos.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Thalia Perfumaria;05.551.402/0001-06;Descoberto;AVENIDA DONA BELMIRA MARIM - 508 - GRAJAU - Sao paulo - SP - 04846-000;SÃO PAULO (GRAJAU);SP;;(11) 97233-0565;;https://www.instagram.com/thaliaperfumaria/;;;;13;Metropolitada São Paulo;.
;KLASS VOUGH;02.881.499/0001-19;Descoberto;;;SP;;11947689257;;https://www.instagram.com/klassvough;https://www.klassvough.com/;LU;;13;Metropolitada São Paulo;
;Camaleoa Perfumaria;62.132.592/0001-52;Descoberto;AVENIDA DR LUIS ROCHA MIRANDA - 100 - JABAQUARA - São paulo - SP - 04344-010;SÃO PAULO (JABAQUARA);SP;UNHAS, CÍLIOS, SOBRANCELHA;11994035389;;https://www.instagram.com/camaleoa_perfumaria/;http://www.camaleoaperfumaria.com.br/;MARIO / AMELIA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Kemmy Cosméticos;00.292.601/0001-15;Descoberto;RUA DOMINGOS DE MORAIS - 1014 - VILA MARIANA - São paulo - SP - 04010-100;SÃO PAULO (VILA MARIANA) ;SP;UNHAS;(11) 93334-5437;;https://www.instagram.com/kemmy_cosmeticos/;;SÉRGIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Perfumaria Esplendor;08.209.997/0001-04;Descoberto;AVENIDA DO CURSINO - 135 - SAUDE - São paulo - SP - 04133-000;SÃO PAULO (SAÚDE);SP;;(11)99464-5735;;https://www.instagram.com/perfumariaesplendor_02;;ELIANE;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;TULLYPA COSMETICOS  ;49.755.317/0001-27;Descoberto;RUA CLODOMIRO AMAZONAS, 137 - ITAIM BIBI - SÃO PAULO/SP 04537-010;SÃO PAULO (ITAIM BIBI);SP;UNHAS;11 97636-2967;;https://www.instagram.com/tullypacosmeticos/;;CLAUDIO ;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Perfumaria Bellissima;10.877.802/0001-38;Descoberto;RUA HENRIQUE SAM MINDLIN, 1331 - CAPAO REDONDO - SÃO PAULO/SP 05882-000;SÃO PAULO (CAPÃO REDONDO);SP;UNHAS;(11) 95159-9980;;https://www.instagram.com/perfumariabellissima/;;SUMAYA;;13;Metropolitada São Paulo;.
;Perfumaria Karinna;13.735.769/0001-08;Descoberto;RUA SANTA C RUZ - 2423 - IPIRANGA - São paulo - SP - 04121-002;SÃO PAULO (IPIRANGA);SP;UNHAS, SOBRANCELHA;11 974074331;;https://www.instagram.com/perfumariakarinna/;;JUNG;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;ELOHIM PERFUMARIA ;27.438.289/0001-81;Descoberto;ESTRADA DAS LAGRIMAS, 1366 - IPIRANGA - SÃO PAULO/SP 04232-000;SÃO PAULO (IPIRANGA);SP;;(11) 96245-9438;;https://www.instagram.com/elohimperfumaria/;;ERICA / GUILHERME;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;TODA VAIDADE PERFUMARIA;37.367.072/0001-81;Descoberto;AVENIDA DO CURSINO - 3670 - SAUDE - São paulo - SP - 04132-002;SÃO PAULO (SAUDE);SP;UNHAS;(11) 93005-3059;;https://www.instagram.com/todavaidadeperfumaria/;;ZELIA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Q'GRACINHA COSMETICA;46.179.759/0001-84;Descoberto;AVENIDA CARLOS CALDEIRA FILHO - 2548 - VILA ANDRADE - São paulo - SP - 05730-190;SÃO PAULO (VILA ANDRADE);SP;UNHAS;11 915721776;andrezanelatto@hotmail.com;https://www.instagram.com/qgracinhacosmetica/;;ANDRRE / LETICIA;(11) 98406-7467;13;Metropolitada São Paulo;ONLINE, FÍSICA
;BELEZA E BRILHO;45.680.132/0001-40;Descoberto;RUA JOAO FERNANDES C. NOVA JUNIOR - 510 - JARDIM SAO LUIS - São paulo - SP - 05844-000;SÃO PAULO ( JARDIM SAO LUIS);SP;;11 945482683;;https://www.instagram.com/belezaebrilho.oficial/;;ANGELA/DALMARA/JOANA;(11) 99454-8268;13;Metropolitada São Paulo;ONLINE, FÍSICA
;SUPERFUMARIA;05.595.193/0001-94;Descoberto;RUA GEORGIA - 170 - BROOKLIN PAULISTA - São paulo - SP - 04559-010;SÃO PAULO (BROOKLIN PAULISTA);SP;UNHAS;(11) 98900-4895;fabrizzio@dermadoctor.com.br;https://www.instagram.com/superfumaria/;https://www.superfumaria.com.br/;FABRIZZIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;GLOSS COSMETICOS GRAJAU ;18.627.977/0001-07;Descoberto;AVENIDA DONA BELMIRA MARIN - 1124 - PARQUE BRASIL - São paulo - SP - 04846-000;SÃO PAULO (PARQUE BRASIL);SP;;11989057980;;https://www.instagram.com/glossgrajau1;;RICARDO;(11) 94958-8444;13;Metropolitada São Paulo;ONLINE, FÍSICA
;THALIA PERFUMARIA;05.763.950/0001-91;Descoberto;AVENIDA STA CATARINA - 1929 - VILA MASCOTE - São paulo - SP - 04378-400;SÃO PAULO (VILA MASCOTE);SP;;(11) 96573-0573;;https://www.instagram.com/thaliaperfumaria/;;EDNA;(11) 96573-0573;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Lika Perfumaria;04.000.537/0001-02;Descoberto;AVENIDA DO CURSINO - 1407 - JARDIM DA SAUDE - São paulo - SP - 04133-100;SÃO PAULO (SAÚDE);SP;;(11) 94022-6060;;https://www.instagram.com/likaperfumaria/;;ELIANA / ADILSON;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;REALCE PERFUMARIA;05.000.038/0001-88;Descoberto;RUA SINFONIA ITALIANA - 1326 D - JARDIM SAO BERNARDO - São paulo - SP - 04844-610;SÃO PAULO (SÃO BERNARDO);SP;;(11) 5972-5000;;https://www.instagram.com/realceperfumaria_/;;ANTONIO;;13;Metropolitada São Paulo;
;NALVA PERFUMARIA;34.516.650/0001-06;Descoberto;R. HILDEBRANDO SIQUEIRA, 552 - VILA FACHINI, SÃO PAULO - SP, 04334-150;SÃO PAULO (VILA FACHINI);SP;;(11) 4110-8673;;https://www.instagram.com/nalva.perfumaria/;;MARINALVA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA UNIAO;27.832.205/0001-90;Descoberto;RUA CRISTO REDENTOR, 6 - CIDADE NOVA HELIOPOLIS - SÃO PAULO/SP 04236-260;SÃO PAULO (CIDADE NOVA HELIOPOLIS) ;SP;;11989812328;tati01araujo@yahoo.com.br;https://www.instagram.com/perfumariauniao_/;;TATIANA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Paris Store Perfumaria;21.051.079/0001-50;Descoberto;ESTRADA DE ITAPECERICA - 4031 - VILA MARACANA - São paulo - SP - 05835-005;SÃO PAULO (CAPÃO REDONDO);SP;;11 96411-4296;;https://www.instagram.com/parisstoreperfumaria/;;BRUNO / SERGIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;DAYARA COSMETICOS;23.548.899/0001-87;Descoberto;ESTRADA DO M BOI MIRIM, 954 - JARDIM DAS FLORES - SÃO PAULO/SP 04905-000;SÃO PAULO (JARDIM DAS FLORES);SP;;11974157881;;https://www.instagram.com/cosmeticosdayara;;ALAN;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;SIS COSMETICOS;05.490.501/0001-17;Descoberto;RUA GUARARAPES, 401 - BROOKLIN NOVO - SÃO PAULO/SP 04561-000;SÃO PAULO (BROOKLIN NOVO);SP;;11974740676;;https://www.instagram.com/siscosmeticos/?hl=pt-br;;YORIKO / MASSAKO;(11) 98281-4862;13;Metropolitada São Paulo;ONLINE, FÍSICA
